0 6848
100 4111
200 3121
300 2701
400 2277
500 2080
600 1876
700 1628
800 1611
900 1551
1000 1303
1100 1322
1200 1269
1300 1186
1400 1133
1500 1018
1600 1023
1700 936
1800 937
1900 912
2000 905
2100 816
2200 773
2300 777
2400 730
2500 751
2600 693
2700 652
2800 608
2900 602
3000 573
3100 556
3200 558
3300 536
3400 514
3500 491
3600 456
3700 476
3800 438
3900 413
4000 428
4100 416
4200 391
4300 350
4400 371
4500 347
4600 332
4700 298
4800 322
4900 305
5000 315
5100 274
5200 248
5300 265
5400 255
5500 225
5600 241
5700 223
5800 202
5900 190
6000 195
6100 183
6200 181
6300 160
6400 148
6500 147
6600 127
6700 139
6800 117
6900 148
7000 107
7100 105
7200 101
7300 85
7400 88
7500 70
7600 80
7700 80
7800 70
7900 58
8000 52
8100 54
8200 50
8300 36
8400 34
8500 39
8600 33
8700 24
8800 21
8900 20
9000 22
9100 16
9200 14
9300 7
9400 10
9500 10
9600 4
9700 2
9800 2
