8294.314862 1.66672e-05
5920.146333 3.33344e-05
5891.426349 5.00017e-05
5518.064660 6.66689e-05
5312.885775 8.33361e-05
5250.461048 0.000100003
5172.380975 0.000116671
5162.804730 0.000133338
5158.526753 0.000150005
5156.845417 0.000166672
5138.694169 0.000183339
5134.052922 0.000200007
5119.053829 0.000216674
5069.763222 0.000233341
5055.324503 0.000250008
5009.523673 0.000266676
4996.896852 0.000283343
4987.589541 0.00030001
4971.398387 0.000316677
4957.812759 0.000333344
4952.962284 0.000350012
4938.345400 0.000366679
4936.223309 0.000383346
4936.055895 0.000400013
4934.410614 0.000416681
4914.123557 0.000433348
4907.553107 0.000450015
4901.507019 0.000466682
4898.534365 0.000483349
4892.821442 0.000500017
4888.733462 0.000516684
4883.374748 0.000533351
4882.397824 0.000550018
4882.383260 0.000566686
4877.165733 0.000583353
4875.356823 0.00060002
4864.975870 0.000616687
4856.178835 0.000633354
4853.639590 0.000650022
4847.265616 0.000666689
4842.785103 0.000683356
4816.615773 0.000700023
4813.883515 0.000716691
4805.955135 0.000733358
4792.190829 0.000750025
4752.243517 0.000766692
4745.144872 0.000783359
4742.783514 0.000800027
4702.304208 0.000816694
4701.171270 0.000833361
4694.567282 0.000850028
4689.652382 0.000866696
4676.012664 0.000883363
4638.756526 0.00090003
4636.723380 0.000916697
4632.594310 0.000933364
4626.508934 0.000950032
4614.031408 0.000966699
4612.762459 0.000983366
4594.806461 0.00100003
4584.535042 0.0010167
4578.793477 0.00103337
4576.320403 0.00105004
4575.589428 0.0010667
4564.832919 0.00108337
4552.069994 0.00110004
4536.193689 0.0011167
4525.726030 0.00113337
4522.157391 0.00115004
4514.537192 0.00116671
4510.662948 0.00118337
4509.360109 0.00120004
4505.407233 0.00121671
4492.515781 0.00123337
4490.155391 0.00125004
4485.149355 0.00126671
4485.016526 0.00128338
4459.283968 0.00130004
4447.807750 0.00131671
4434.324244 0.00133338
4432.317190 0.00135005
4427.378614 0.00136671
4414.597896 0.00138338
4396.207442 0.00140005
4388.981980 0.00141671
4380.430400 0.00143338
4373.257100 0.00145005
4361.899429 0.00146672
4357.193376 0.00148338
4336.604481 0.00150005
4323.018391 0.00151672
4316.856059 0.00153338
4294.246084 0.00155005
4271.606399 0.00156672
4246.108788 0.00158339
4243.983873 0.00160005
4243.234595 0.00161672
4242.627519 0.00163339
4227.532449 0.00165006
4224.597409 0.00166672
4216.443402 0.00168339
4210.816970 0.00170006
4195.995293 0.00171672
4185.204872 0.00173339
4181.723118 0.00175006
4181.524167 0.00176673
4176.849322 0.00178339
4176.689111 0.00180006
4174.293395 0.00181673
4170.616514 0.00183339
4167.154848 0.00185006
4159.873760 0.00186673
4159.104289 0.0018834
4158.840049 0.00190006
4158.535022 0.00191673
4152.102317 0.0019334
4151.521226 0.00195007
4149.759394 0.00196673
4149.149979 0.0019834
4146.254876 0.00200007
4138.090979 0.00201673
4132.638515 0.0020334
4128.938400 0.00205007
4128.788235 0.00206674
4121.273983 0.0020834
4118.716371 0.00210007
4116.873725 0.00211674
4115.795000 0.0021334
4107.383990 0.00215007
4104.876723 0.00216674
4104.859415 0.00218341
4102.797706 0.00220007
4073.089612 0.00221674
4033.765237 0.00223341
4025.005130 0.00225008
4016.591863 0.00226674
4001.938933 0.00228341
3993.052127 0.00230008
3989.910752 0.00231674
3988.448810 0.00233341
3986.113475 0.00235008
3986.026800 0.00236675
3983.013989 0.00238341
3977.967733 0.00240008
3969.163422 0.00241675
3968.185673 0.00243341
3967.503134 0.00245008
3956.141703 0.00246675
3951.162357 0.00248342
3950.558269 0.00250008
3948.071255 0.00251675
3942.327353 0.00253342
3929.517323 0.00255009
3922.292692 0.00256675
3917.031902 0.00258342
3905.370512 0.00260009
3901.347556 0.00261675
3899.557526 0.00263342
3897.373157 0.00265009
3894.371629 0.00266676
3889.859598 0.00268342
3888.900572 0.00270009
3886.064811 0.00271676
3881.653504 0.00273342
3871.523649 0.00275009
