0 11755
100 5229
200 8836
300 8569
400 3627
500 1554
600 1249
700 879
800 2218
900 3555
1000 1444
1100 939
1200 919
1300 790
1400 913
1500 1101
1600 954
1700 496
1800 431
1900 208
2000 369
2100 661
2200 275
2300 172
2400 405
2500 253
2600 181
2700 182
2800 457
2900 116
3000 134
3100 98
3200 78
3300 60
3400 78
3500 49
3600 47
3700 28
3800 42
3900 84
4000 48
4100 109
4200 53
4300 25
4400 61
4500 36
4600 26
4700 27
4800 49
4900 52
5000 14
5100 13
5200 6
5300 2
5400 1
5500 3
5600 3
5700 11
5800 4
5900 6
6000 2
6100 2
6200 2
6300 1
6400 1
6500 1
6600 0
6700 1
6800 0
6900 1
7000 1
7100 0
7200 0
7300 0
7400 0
7500 0
7600 0
7700 0
7800 0
7900 0
8000 0
8100 0
8200 0
8300 0
8400 1
8500 1
