0 247300 0.000000
1 690 1.000000
2 326 1.414214
3 214 1.732051
4 153 2.000000
5 110 2.236068
6 91 2.449490
7 88 2.645751
8 62 2.828427
9 50 3.000000
10 46 3.162278
11 39 3.316625
12 35 3.464102
13 34 3.605551
14 45 3.741657
15 44 3.872983
16 35 4.000000
17 30 4.123106
18 18 4.242641
19 23 4.358899
20 19 4.472136
21 28 4.582576
22 22 4.690416
23 27 4.795832
24 21 4.898979
25 20 5.000000
26 19 5.099020
27 16 5.196152
28 19 5.291503
29 21 5.385165
30 23 5.477226
31 17 5.567764
32 13 5.656854
33 15 5.744563
34 13 5.830952
35 20 5.916080
36 18 6.000000
37 14 6.082763
38 18 6.164414
39 14 6.244998
40 11 6.324555
41 13 6.403124
42 15 6.480741
43 15 6.557439
44 9 6.633250
45 13 6.708204
46 13 6.782330
47 11 6.855655
48 13 6.928203
49 11 7.000000
50 9 7.071068
51 8 7.141428
52 6 7.211103
53 9 7.280110
54 10 7.348469
55 4 7.416198
56 5 7.483315
57 6 7.549834
58 4 7.615773
59 4 7.681146
60 1 7.745967
