0 5000.000000 5000.000000
1 5004.833657 4997.927700
2 5007.719077 4995.366737
3 4597.884379 4951.310444
4 4996.677232 4993.804239
5 3113.733233 3485.141115
6 5314.331699 4781.641661
7 3107.067294 3482.211041
8 4587.346503 4948.562355
9 4991.709948 5002.810404
10 5011.863652 4999.580366
11 5010.427965 4995.565708
12 5009.345048 4975.381345
13 4992.167634 4994.645687
14 4996.130045 4981.775847
15 5009.363189 5006.453764
16 5007.335697 4997.498586
17 5000.129707 4958.844341
18 5146.286156 4937.654244
19 5291.247171 4809.256996
20 4932.036982 3761.907645
21 5673.100537 3434.065260
22 5067.276282 4961.759702
23 4922.128730 5102.549179
24 5003.367445 4968.958779
25 4993.534231 4996.160636
26 1539.123280 5902.803409
27 5012.546791 4995.753178
28 4997.378323 4999.424746
29 4991.456982 5012.354325
30 5047.042906 4956.026053
31 9626.185504 6486.055850
32 5043.324593 5132.229160
33 4992.137592 5009.526398
34 5004.135693 4981.103002
35 5056.701570 4957.028710
36 5013.844179 5001.688754
37 4719.827676 6369.551470
38 5017.230859 4985.824145
39 5001.929407 5005.401878
40 5027.949019 4978.931176
41 4998.338058 5004.172456
42 4997.438084 4964.431465
43 4931.321048 3763.941076
44 3709.089996 5453.945811
45 4996.338913 4962.718541
46 4991.494274 4951.087605
47 4998.314607 4969.923011
48 4718.409345 6373.662752
49 5009.849853 5008.964141
50 5310.821108 4772.003478
51 5317.870994 4779.384214
52 5008.165276 4993.200461
53 3105.271211 3481.143456
54 2749.695606 1673.407740
55 5001.991727 4971.306973
56 5006.964217 5001.550883
57 4994.551026 4960.330311
58 5199.482556 4871.669528
59 4937.317131 5142.599558
60 5012.857694 4934.451115
61 5693.346135 4402.291376
62 5106.356088 4874.231627
63 5029.758258 4811.948399
64 5005.261947 5140.672302
65 4920.554434 4905.909795
66 4996.946904 4986.042331
67 5177.852111 5014.464269
68 5324.103269 4769.899047
69 4971.797610 4952.214726
70 4961.110713 4965.381569
71 5312.803495 4772.751808
72 5096.074953 4949.218880
73 5055.838614 4960.130256
74 4983.604586 4997.643127
75 5016.056402 4933.634700
76 5011.515961 4972.551672
77 4993.991524 5008.740515
78 5016.076105 4995.324406
79 5004.006181 4946.965752
80 5002.369808 5028.463986
81 4996.277194 4956.133207
82 4753.107300 5270.444819
83 4926.330388 3757.838829
84 4992.147771 4961.430184
85 4978.069660 4987.591895
86 5005.707811 4967.376969
87 5056.154408 4945.007145
88 4925.249001 4898.134127
89 4701.085153 6365.190540
90 4748.227022 4953.716185
91 5011.858195 4993.558899
92 4959.253757 4973.458083
93 5643.025417 4384.333362
94 4955.060019 4979.176250
95 4901.080333 5054.945018
96 5047.554298 4961.908878
97 9656.561670 6296.975516
98 5048.162981 4953.380177
99 5016.181665 4975.989667
100 5003.546642 5010.713367
101 5000.624215 4956.342799
102 4946.307832 5148.112806
103 4995.410198 4977.242115
104 4934.180907 3761.942122
105 4998.751374 4976.655923
106 5011.643082 4964.377402
107 5002.626134 4996.956927
108 5003.250125 4877.671972
109 4697.757350 6382.223167
110 5312.418579 4781.022836
111 4970.756972 5023.500612
112 5366.331300 5131.759972
113 4980.629895 4999.633704
114 4995.656913 4996.595989
115 5026.770077 4980.869420
116 5000.074792 4994.738718
117 4725.652424 6330.604078
118 4967.500489 4995.501707
119 5024.285225 4992.968834
120 5289.546253 4806.585710
121 3102.094402 3479.512966
122 5004.632464 4986.396653
123 5010.931187 4787.843276
124 4984.741910 4948.969672
125 4704.989039 6379.556505
126 5031.939804 4813.229189
127 5007.063664 4991.204616
128 4972.614067 5021.938993
129 4970.007703 5162.194714
130 4999.669475 4991.337968
131 4999.072290 4983.244408
132 3073.443656 3474.173180
133 5002.907473 5000.787231
134 4974.855470 4987.869579
135 5059.221395 4957.899536
136 4996.288816 4974.486743
137 5065.078696 4962.119558
138 5018.869953 5004.586908
139 5046.858968 4808.380602
140 5165.571137 5083.668833
141 4989.580805 5240.635353
142 5007.443680 5008.420243
143 4991.315983 4966.940415
144 4393.144670 5352.216918
145 5042.408441 4976.886113
146 5316.092182 4783.045244
147 5021.983789 4811.199020
148 5066.193655 4959.186119
149 5015.615070 4988.021013
150 3709.643260 5002.273766
151 3247.220350 3506.121118
152 5292.428137 4793.866721
153 5091.745555 5234.565245
154 4384.746597 4554.989114
155 5524.516263 4498.687223
156 5057.475507 4964.510860
157 5527.537483 4496.538493
158 4896.377824 4897.420891
159 4937.281058 3760.861796
160 4716.740227 6361.446722
161 5720.842507 4459.241127
162 5027.727349 5003.956762
163 4998.715174 4981.242778
164 4957.413130 4886.409233
165 4988.851574 4796.098651
166 3109.181231 3480.984972
167 5064.394538 4958.122194
168 5085.839176 5243.278091
169 5013.421976 4789.596701
170 5090.456732 4956.701797
171 5453.133883 4662.304161
172 5068.835310 4945.439671
173 5068.075024 4973.457223
174 5031.965883 4964.300808
175 4712.317503 6366.030448
176 4934.642212 3765.255106
177 5089.215261 5228.140185
178 5053.977002 4956.309408
179 5597.277147 4303.731199
180 1547.843613 5884.147876
181 5045.871901 4862.751440
182 5008.458874 4943.563685
183 5102.371607 4920.912495
184 5027.715457 4989.677123
185 3062.377814 3482.936717
186 5010.393390 5038.456537
187 4968.558122 4863.250174
188 5328.502313 4763.598392
189 5316.332186 4764.839969
190 4728.419499 6329.624154
191 5005.050382 4991.281139
192 5020.589590 4975.754339
193 5058.557696 4976.624883
194 4993.993019 4981.996950
195 4897.549708 4986.541272
196 4752.215396 4956.859440
197 5088.908015 4932.349944
198 6879.660116 6490.792142
199 4984.239049 4946.859162
200 4995.163966 4988.491577
201 5011.636550 4975.289345
202 5082.227172 4758.224703
203 4721.854569 6372.512131
204 4758.088958 5068.961091
205 4995.746183 5019.931998
206 3089.099667 3494.637575
207 5030.459206 4980.786065
208 5101.391758 4989.498778
209 5108.285138 4871.458154
210 5018.642084 5011.924197
211 4986.675766 4956.104159
212 4997.801286 4871.340795
213 5313.579257 4776.668136
214 5057.480197 4972.406569
215 5061.813913 4953.915664
216 4929.118940 4959.502647
217 4920.380705 5094.094863
218 5045.845146 4964.613761
219 5014.156983 5004.048075
220 5020.946054 4985.861913
221 5073.789911 4890.667436
222 3103.801448 3473.195917
223 4926.025829 4602.579662
224 4873.033424 5030.421284
225 5091.057359 5232.603470
226 4993.093301 5004.494876
227 5287.484562 4805.068611
228 3712.167810 5452.317471
229 5008.089340 4977.831821
230 4976.275759 5016.934160
231 3835.031170 3596.662868
232 4873.064789 5014.356839
233 4998.246551 4955.750687
234 4723.728782 6377.127213
235 3844.502643 3596.221050
236 5073.159847 4842.336637
237 5068.096231 4940.905795
238 5409.242523 4991.840203
239 2203.252517 6318.969464
240 1587.109926 3341.460988
241 5018.726961 4995.104113
242 4719.835117 6364.735951
243 5038.150037 4989.478844
244 5002.793184 4979.363068
245 4932.652017 5096.617636
246 4957.935140 4994.591791
247 4929.897565 3761.838710
248 5059.502598 4963.589671
249 4992.076811 5016.796529
250 9625.357226 6481.033895
251 5010.156164 4991.448012
252 5039.368399 4976.375409
253 5010.213535 4935.941036
254 5330.844778 4777.697437
255 5025.820324 4991.666755
256 4996.674045 4944.903606
257 5136.145021 4945.001530
258 4946.825941 5087.275833
259 5525.846616 4500.851139
