1 875 1.000000
2 382 1.414214
3 240 1.732051
4 180 2.000000
5 130 2.236068
6 111 2.449490
7 99 2.645751
8 77 2.828427
9 61 3.000000
10 60 3.162278
11 49 3.316625
12 43 3.464102
13 49 3.605551
14 44 3.741657
15 33 3.872983
16 41 4.000000
17 31 4.123106
18 30 4.242641
19 21 4.358899
20 24 4.472136
21 19 4.582576
22 22 4.690416
23 20 4.795832
24 24 4.898979
25 22 5.000000
26 28 5.099020
27 16 5.196152
28 18 5.291503
29 20 5.385165
30 18 5.477226
31 15 5.567764
32 17 5.656854
33 13 5.744563
34 20 5.830952
35 15 5.916080
36 14 6.000000
37 10 6.082763
38 12 6.164414
39 14 6.244998
40 12 6.324555
41 10 6.403124
42 8 6.480741
43 13 6.557439
44 12 6.633250
45 6 6.708204
46 8 6.782330
47 11 6.855655
48 10 6.928203
49 14 7.000000
50 13 7.071068
51 10 7.141428
52 7 7.211103
53 5 7.280110
54 5 7.348469
55 5 7.416198
56 1 7.483315
57 6 7.549834
58 2 7.615773
59 0 7.681146
60 4 7.745967
61 2 7.810250
62 1 7.874008
63 0 7.937254
64 1 8.000000
