1 0
2 0
2 1
3 0
3 1
3 2
4 0
4 1
4 2
4 3
5 0
5 1
5 2
5 3
5 4
6 0
6 1
6 2
6 3
6 4
6 5
7 0
7 1
7 2
7 3
7 4
7 5
7 6
8 0
8 1
8 2
8 3
8 4
8 5
8 6
8 7
9 0
9 1
9 2
9 3
9 4
9 5
9 6
9 7
9 8
10 0
10 7
10 4
10 3
10 1
10 9
10 8
10 5
11 5
11 1
11 9
11 10
11 4
11 0
11 6
11 8
12 6
12 10
12 4
12 0
12 2
12 7
12 8
12 3
13 3
13 2
13 1
13 10
13 4
13 11
13 9
13 5
14 11
14 7
14 10
14 0
14 1
14 9
14 3
14 8
15 13
15 3
15 4
15 0
15 12
15 8
15 14
15 10
16 0
16 10
16 12
16 13
16 3
16 2
16 9
16 15
17 13
17 11
17 8
17 0
17 12
17 14
17 10
17 15
18 8
18 17
18 2
18 6
18 5
18 9
18 12
18 10
19 4
19 12
19 17
19 8
19 11
19 10
19 1
19 5
20 6
20 14
20 3
20 11
20 1
20 2
20 7
20 0
21 15
21 10
21 11
21 3
21 18
21 1
21 20
21 0
22 10
22 11
22 0
22 5
22 6
22 17
22 9
22 7
23 2
23 10
23 1
23 9
23 5
23 20
23 6
23 0
24 2
24 8
24 18
24 4
24 7
24 0
24 11
24 6
25 24
25 7
25 11
25 15
25 1
25 2
25 3
25 18
26 12
26 1
26 0
26 17
26 19
26 10
26 2
26 4
27 3
27 1
27 5
27 0
27 11
27 16
27 8
27 7
28 8
28 20
28 6
28 22
28 17
28 1
28 18
28 13
29 26
29 4
29 18
29 8
29 28
29 19
29 7
29 9
30 1
30 14
30 0
30 19
30 3
30 2
30 7
30 10
31 29
31 6
31 5
31 2
31 23
31 9
31 25
31 8
32 14
32 20
32 18
32 22
32 5
32 24
32 30
32 0
33 2
33 16
33 32
33 0
33 30
33 9
33 26
33 12
34 12
34 26
34 8
34 22
34 32
34 29
34 6
34 19
35 29
35 14
35 10
35 24
35 2
35 8
35 26
35 7
36 26
36 2
36 6
36 24
36 0
36 14
36 4
36 16
37 0
37 25
37 2
37 7
37 6
37 21
37 16
37 17
38 9
38 25
38 22
38 23
38 16
38 17
38 5
38 6
39 22
39 0
39 7
39 32
