153 3.7037e-06
152 7.40741e-06
97 1.11111e-05
92 1.48148e-05
83 1.85185e-05
80 2.22222e-05
76 2.59259e-05
76 2.96296e-05
71 3.33333e-05
71 3.7037e-05
71 4.07407e-05
70 4.44444e-05
70 4.81481e-05
69 5.18519e-05
67 5.55556e-05
66 5.92593e-05
66 6.2963e-05
65 6.66667e-05
60 7.03704e-05
60 7.40741e-05
59 7.77778e-05
59 8.14815e-05
58 8.51852e-05
57 8.88889e-05
57 9.25926e-05
56 9.62963e-05
54 0.0001
54 0.000103704
53 0.000107407
53 0.000111111
52 0.000114815
51 0.000118519
50 0.000122222
50 0.000125926
50 0.00012963
50 0.000133333
49 0.000137037
49 0.000140741
49 0.000144444
49 0.000148148
48 0.000151852
48 0.000155556
48 0.000159259
48 0.000162963
48 0.000166667
47 0.00017037
46 0.000174074
46 0.000177778
46 0.000181481
46 0.000185185
46 0.000188889
45 0.000192593
44 0.000196296
44 0.0002
44 0.000203704
44 0.000207407
43 0.000211111
43 0.000214815
43 0.000218519
43 0.000222222
43 0.000225926
42 0.00022963
42 0.000233333
42 0.000237037
42 0.000240741
41 0.000244444
41 0.000248148
41 0.000251852
41 0.000255556
40 0.000259259
40 0.000262963
40 0.000266667
40 0.00027037
40 0.000274074
40 0.000277778
40 0.000281481
39 0.000285185
39 0.000288889
39 0.000292593
39 0.000296296
39 0.0003
39 0.000303704
39 0.000307407
39 0.000311111
38 0.000314815
38 0.000318519
38 0.000322222
38 0.000325926
38 0.00032963
38 0.000333333
38 0.000337037
38 0.000340741
38 0.000344444
37 0.000348148
37 0.000351852
37 0.000355556
37 0.000359259
37 0.000362963
37 0.000366667
37 0.00037037
37 0.000374074
37 0.000377778
36 0.000381481
36 0.000385185
36 0.000388889
36 0.000392593
36 0.000396296
36 0.0004
36 0.000403704
36 0.000407407
36 0.000411111
36 0.000414815
35 0.000418519
35 0.000422222
35 0.000425926
35 0.00042963
35 0.000433333
35 0.000437037
35 0.000440741
35 0.000444444
35 0.000448148
35 0.000451852
