0	0	0	0	0	0	0	0	0	0
39	20	39	30	36	25	9	9	21	31
107	57	120	96	121	72	16	19	45	82
205	111	232	194	246	138	29	28	81	155
325	171	354	278	371	201	37	35	102	244
449	248	499	368	522	255	45	50	117	323
577	313	634	456	688	318	60	62	130	413
722	383	763	546	855	365	88	83	148	486
857	465	916	611	1017	415	115	103	177	555
1004	562	1064	687	1174	452	144	120	206	645
1134	678	1232	787	1339	506	167	145	226	727
1248	814	1408	859	1485	590	202	168	243	809
1343	993	1562	930	1627	680	232	194	289	885
1447	1202	1717	1003	1753	785	258	218	330	968
1545	1369	1870	1084	1904	894	278	238	389	1045
1646	1560	2007	1178	2038	1018	303	266	435	1130
1767	1735	2172	1267	2173	1137	324	288	476	1230
1879	1908	2308	1345	2314	1238	347	323	519	1355
2000	2093	2471	1419	2443	1327	361	371	571	1473
2137	2272	2625	1517	2600	1466	376	428	637	1586
2254	2456	2756	1610	2776	1593	383	486	708	1675
2420	2610	2890	1694	2906	1726	395	552	785	1788
2547	2745	3043	1765	3062	1862	406	627	869	1887
2652	2882	3179	1841	3227	1991	415	687	951	1969
2755	3013	3303	1914	3357	2150	426	744	1048	2060
2861	3131	3434	1988	3496	2307	439	806	1139	2137
2958	3287	3585	2050	3585	2453	455	871	1264	2241
3054	3416	3742	2120	3705	2572	469	928	1361	2343
3121	3538	3926	2196	3811	2667	485	966	1463	2471
3203	3639	4056	2253	3922	2770	498	1010	1569	2584
3297	3759	4215	2327	4013	2867	509	1069	1651	2700
3393	3855	4381	2419	4102	2967	521	1139	1747	2836
3500	3947	4533	2516	4193	3068	530	1220	1822	2960
3581	4051	4667	2605	4298	3160	544	1291	1914	3090
3668	4164	4799	2679	4408	3217	555	1347	2033	3223
3750	4283	4936	2736	4514	3290	570	1414	2148	3342
3849	4386	5054	2809	4616	3371	584	1482	2265	3439
3932	4486	5173	2877	4701	3456	594	1551	2430	3550
4022	4619	5304	2933	4796	3514	599	1634	2558	3648
4117	4721	5429	3019	4896	3560	619	1710	2722	3751
4207	4815	5557	3100	5015	3626	631	1776	2879	3845
4284	4921	5684	3161	5118	3683	643	1835	3054	3936
4360	5039	5812	3210	5220	3735	656	1888	3193	4055
4455	5135	5935	3268	5304	3802	682	1949	3367	4176
4532	5234	6057	3331	5379	3867	703	2019	3507	4279
4601	5328	6169	3381	5478	3933	727	2075	3658	4376
4701	5423	6300	3433	5570	3995	764	2144	3796	4485
