0	0	0	0	0	0	0	0	0	0
11	9	9	8	5	10	14	10	10	19
21	17	17	14	11	14	32	12	19	30
28	25	28	20	16	19	45	14	26	39
37	38	39	30	23	30	60	15	36	47
53	48	50	35	29	38	75	23	42	61
65	54	61	38	37	44	92	25	48	72
77	57	74	47	48	55	119	30	61	85
91	68	85	54	69	67	139	36	77	95
108	80	98	72	80	86	156	41	88	103
120	91	117	82	94	94	186	48	101	123
137	101	125	99	109	105	205	55	114	135
151	109	142	106	125	113	229	59	122	148
166	122	152	113	139	121	254	60	134	167
178	130	165	124	152	132	286	67	150	190
197	136	183	146	161	144	309	73	164	206
222	150	206	156	172	152	328	84	183	226
237	162	225	170	183	165	354	94	199	239
258	176	242	195	195	179	387	100	214	256
279	192	257	210	216	200	408	117	236	270
302	207	273	227	229	211	436	127	253	285
323	212	286	239	246	228	453	134	272	304
348	224	305	250	269	246	483	141	287	324
379	239	321	267	280	262	501	155	298	344
401	252	339	286	296	284	528	163	318	371
432	266	353	307	315	298	554	170	334	393
461	291	380	320	335	315	577	182	355	410
490	305	406	344	352	334	608	190	379	441
520	324	423	362	374	347	629	197	397	467
539	339	443	390	406	371	659	207	422	492
560	358	460	421	417	387	699	217	451	512
582	371	483	445	440	412	732	226	470	537
604	397	505	468	466	421	769	234	503	554
640	410	537	502	487	438	797	248	519	569
663	431	556	533	510	459	825	258	550	593
687	452	578	548	540	485	852	278	573	613
716	478	591	568	565	502	874	291	606	633
751	495	613	600	587	514	908	300	630	652
775	524	625	628	613	533	942	312	664	679
810	544	643	650	642	556	979	330	689	703
841	571	667	676	662	578	1018	346	715	723
867	590	692	699	685	606	1046	359	751	746
900	617	714	729	707	630	1084	375	780	770
938	636	731	748	733	650	1127	389	826	794
964	663	753	768	753	688	1154	403	866	817
995	686	774	809	768	710	1181	414	894	845
1023	705	804	835	793	737	1207	432	932	867
1061	728	831	868	817	761	1235	449	974	892
1094	757	858	902	844	787	1268	465	1022	921
1116	778	892	936	871	821	1292	477	1065	950
1143	795	926	970	901	847	1322	494	1115	985
1165	819	962	1001	921	879	1349	507	1154	1021
1196	840	996	1038	954	910	1382	527	1202	1047
1235	861	1043	1065	981	937	1415	542	1242	1079
1262	897	1083	1093	1003	961	1455	557	1277	1113
1292	931	1128	1132	1040	986	1492	571	1323	1142
1324	952	1163	1166	1070	1030	1526	592	1352	1186
1365	975	1193	1213	1103	1054	1563	611	1400	1224
1397	993	1225	1250	1128	1083	1599	633	1446	1258
1432	1020	1254	1291	1149	1113	1636	653	1489	1294
1468	1048	1290	1329	1176	1148	1668	681	1518	1326
1518	1077	1319	1383	1207	1176	1717	703	1568	1351
1545	1101	1347	1425	1242	1203	1747	712	1599	1386
1573	1126	1377	1470	1276	1241	1776	734	1636	1426
1613	1154	1415	1515	1296	1287	1819	755	1670	1470
1660	1176	1447	1560	1326	1314	1863	774	1718	1508
1699	1211	1477	1616	1353	1333	1902	795	1767	1546
1743	1249	1523	1651	1386	1362	1933	821	1809	1586
1769	1274	1554	1693	1421	1393	1964	843	1851	1630
1809	1295	1585	1739	1455	1436	1997	862	1888	1666
1862	1323	1625	1781	1498	1468	2038	889	1932	1696
1904	1350	1660	1813	1533	1498	2074	908	1982	1732
1956	1371	1701	1854	1569	1530	2104	929	2028	1769
1991	1404	1738	1893	1603	1562	2140	946	2077	1804
2026	1429	1783	1947	1640	1592	2180	975	2114	1837
2065	1460	1815	1988	1673	1624	2214	1000	2159	1864
2100	1489	1860	2038	1700	1660	2256	1025	2188	1904
2139	1514	1893	2073	1736	1703	2294	1057	2237	1946
2177	1542	1943	2114	1772	1766	2336	1077	2273	1973
2215	1583	1970	2162	1798	1806	2371	1101	2321	2014
2255	1613	2014	2216	1832	1845	2433	1131	2376	2057
2296	1645	2053	2264	1878	1875	2477	1155	2438	2102
2334	1672	2105	2311	1915	1930	2537	1185	2488	2148
2384	1699	2153	2368	1950	1968	2577	1205	2549	2194
2426	1737	2211	2420	1994	2005	2606	1231	2599	2240
2468	1764	2256	2460	2025	2048	2658	1261	2655	2276
2502	1787	2309	2502	2050	2090	2710	1282	2699	2314
2541	1820	2367	2546	2087	2131	2750	1311	2760	2359
2590	1847	2407	2599	2129	2180	2802	1346	2827	2408
2635	1879	2453	2647	2164	2216	2864	1384	2877	2457
2672	1920	2482	2698	2191	2257	2916	1409	2921	2503
2727	1952	2524	2759	2227	2295	2943	1452	2965	2540
2775	1999	2574	2831	2261	2342	2991	1482	3010	2599
2819	2029	2611	2884	2293	2385	3040	1514	3064	2638
2881	2061	2649	2939	2338	2423	3085	1543	3123	2680
2932	2100	2702	2979	2375	2464	3133	1567	3179	2727
2984	2142	2747	3035	2419	2508	3183	1606	3234	2768
3043	2172	2789	3098	2459	2535	3235	1633	3276	2827
3100	2215	2844	3162	2505	2590	3288	1666	3318	2887
3148	2247	2890	3202	2548	2636	3342	1696	3367	2937
3184	2281	2932	3249	2588	2684	3389	1722	3420	2988
3232	2325	2971	3317	2626	2727	3428	1766	3475	3038
3281	2363	3017	3380	2684	2767	3477	1801	3522	3075
3328	2411	3065	3436	2709	2820	3528	1841	3558	3115
3355	2445	3119	3486	2748	2863	3576	1880	3602	3160
3394	2480	3164	3546	2790	2905	3622	1920	3662	3205
3439	2527	3205	3601	2834	2961	3665	1951	3711	3235
3477	2565	3246	3643	2881	3012	3719	1988	3766	3283
3518	2609	3286	3700	2925	3049	3762	2021	3808	3340
3571	2650	3332	3766	2969	3102	3816	2055	3867	3388
3621	2689	3382	3807	3004	3140	3880	2095	3925	3441
3670	2735	3452	3851	3051	3175	3935	2130	3987	3482
3715	2783	3505	3894	3098	3222	3988	2152	4045	3536
3768	2823	3560	3947	3137	3266	4033	2187	4114	3587
3821	2861	3614	3989	3185	3317	4085	2216	4173	3644
3870	2894	3663	4050	3236	3366	4151	2260	4223	3693
3926	2943	3713	4095	3269	3418	4206	2296	4272	3730
3999	2983	3772	4148	3325	3460	4273	2330	4339	3786
4059	3028	3826	4213	3375	3515	4318	2370	4392	3829
4122	3073	3868	4282	3410	3585	4368	2409	4456	3873
4182	3113	3920	4331	3452	3639	4427	2453	4516	3921
4246	3154	3966	4385	3501	3681	4474	2497	4581	3962
4296	3207	4010	4422	3544	3742	4543	2537	4644	4016
4360	3245	4064	4477	3584	3798	4590	2575	4705	4065
4407	3286	4109	4524	3620	3849	4638	2613	4762	4117
4442	3344	4165	4576	3660	3893	4681	2648	4832	4179
4487	3376	4204	4645	3706	3941	4739	2690	4894	4234
4538	3423	4263	4695	3763	3989	4811	2725	4948	4283
4593	3467	4312	4753	3809	4033	4880	2756	5011	4340
4646	3509	4365	4803	3867	4084	4935	2813	5072	4394
4696	3556	4411	4858	3917	4152	4993	2866	5130	4455
4753	3600	4464	4915	3967	4188	5057	2898	5187	4502
4801	3660	4523	4966	4012	4243	5093	2934	5252	4550
4847	3706	4581	5018	4063	4309	5156	2973	5308	4594
4903	3772	4630	5062	4120	4367	5213	3009	5363	4649
4956	3821	4678	5112	4186	4429	5275	3054	5417	4707
4995	3862	4730	5159	4247	4487	5334	3095	5475	4765
